,best_match_score,Facility Name,Provider Name,Address,Provider Street Address,Provider City,City,Provider State,State
253956,1.164888307994805,BAPTIST MEDICAL CENTER EAST,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,400 TAYLOR ROAD,MONTGOMERY,MONTGOMERY,AL,AL
405513,1.165466240904953,CARROLL HOSPITAL CENTER,CARROLL HOSPITAL CENTER,200 MEMORIAL AVENUE,200 MEMORIAL AVENUE,WESTMINSTER,WESTMINSTER,MD,MD
217752,1.1660920358180429,ASCENSION ST MICHAELS HOSPITAL,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,900 ILLINOIS AVE,900 ILLINOIS AVE,STEVENS POINT,STEVENS POINT,WI,WI
345302,1.167227115172262,ALLEN HOSPITAL,ALLEN HOSPITAL,1825 LOGAN AVENUE,1825 LOGAN AVENUE,WATERLOO,WATERLOO,IA,IA
131540,1.1680069295080695,PIKEVILLE MEDICAL CENTER,PIKEVILLE MEDICAL CENTER,911 BYPASS ROAD,911 BYPASS ROAD,PIKEVILLE,PIKEVILLE,KY,KY
117210,1.1683508051731153,CENTRAL MAINE MEDICAL CENTER,CENTRAL MAINE MEDICAL CENTER,300 MAIN STREET,300 MAIN STREET,LEWISTON,LEWISTON,ME,ME
489391,1.1685193420426476,LINCOLN MEDICAL CENTER,LINCOLN MEDICAL CENTER,106 MEDICAL CENTER BLVD,106 MEDICAL CENTER BLVD,FAYETTEVILLE,FAYETTEVILLE,TN,TN
409497,1.168623196392786,MERCY GENERAL HOSPITAL,MERCY GENERAL HOSPITAL,4001 J ST,4001 J ST,SACRAMENTO,SACRAMENTO,CA,CA
296219,1.1695429486908433,COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,2351 'G' ROAD,2351 G RD,GRAND JUNCTION,GRAND JUNCTION,CO,CO
337860,1.169690460484408,ST BERNARD HOSPITAL,ST BERNARD HOSPITAL,326 W 64TH ST,326 W 64TH ST,CHICAGO,CHICAGO,IL,IL
178359,1.1716031738729804,MH ST ELIZABETH BOARDMAN HOSPITAL,ST ELIZABETH BOARDMAN HEALTH CENTER,8401 MARKET STREET,8401 MARKET STREET,BOARDMAN,BOARDMAN,OH,OH
178120,1.172164475034124,PUTNAM HOSPITAL CENTER,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,670 STONELEIGH AVENUE,CARMEL,CARMEL,NY,NY
5020,1.1724583407499929,HOLY CROSS HOSPITAL,HOLY CROSS HOSPITAL,2701 W 68TH STREET,2701 W 68TH STREET,CHICAGO,CHICAGO,IL,IL
105866,1.17259918072913,PROVIDENCE HEALTH CENTER,PROVIDENCE HEALTH CENTER,6901 MEDICAL PARKWAY,6901 MEDICAL PARKWAY,WACO,WACO,TX,TX
102634,1.172988032869172,BAYLOR UNIVERSITY MEDICAL CENTER,BAYLOR UNIVERSITY MEDICAL CENTER,3500 GASTON AVE,3500 GASTON AVE,DALLAS,DALLAS,TX,TX
213818,1.1732868937725973,MEADVILLE MEDICAL CENTER,MEADVILLE MEDICAL CENTER,751 LIBERTY STREET,751 LIBERTY STREET,MEADVILLE,MEADVILLE,PA,PA
128647,1.1740834508091684,OLEAN GENERAL HOSPITAL,OLEAN GENERAL HOSPITAL,515 MAIN STREET,515 MAIN STREET,OLEAN,OLEAN,NY,NY
342689,1.1744716414458694,MEASE DUNEDIN HOSPITAL,MEASE DUNEDIN HOSPITAL,601 MAIN ST,601 MAIN ST,DUNEDIN,DUNEDIN,FL,FL
291157,1.1748666410258541,GRANT MEDICAL CENTER,GRANT MEDICAL CENTER,111 SOUTH GRANT AVENUE,111 SOUTH GRANT AVENUE,COLUMBUS,COLUMBUS,OH,OH
199887,1.1774224729884986,DUKE REGIONAL HOSPITAL,DUKE REGIONAL HOSPITAL,3643 N ROXBORO STREET,3643 N ROXBORO ROAD,DURHAM,DURHAM,NC,NC
315635,1.1779272402302374,PERSON MEMORIAL HOSPITAL,PERSON MEMORIAL HOSPITAL,615 RIDGE RD,615 RIDGE RD,ROXBORO,ROXBORO,NC,NC
211640,1.1782605357322213,DOCTORS HOSPITAL,DOCTORS HOSPITAL,5000 UNIVERSITY DR,5000 UNIVERSITY DR,CORAL GABLES,CORAL GABLES,FL,FL
517491,1.1788378112776923,SENTARA LEIGH HOSPITAL,SENTARA LEIGH HOSPITAL,830 KEMPSVILLE ROAD,830 KEMPSVILLE ROAD,NORFOLK,NORFOLK,VA,VA
304301,1.1791635426427796,SPRINGHILL MEMORIAL HOSPITAL,SPRINGHILL MEMORIAL HOSPITAL,3719 DAUPHIN STREET,3719 DAUPHIN STREET,MOBILE,MOBILE,AL,AL
358916,1.1793520791510563,ST MARY'S MEDICAL CENTER,ST MARY'S MEDICAL CENTER,2900 1ST AVENUE,2900 1ST AVENUE,HUNTINGTON,HUNTINGTON,WV,WV
570274,1.1795418037359144,ALLIANCE COMMUNITY HOSPITAL,ALLIANCE COMMUNITY HOSPITAL,200 EAST STATE STREET,200 EAST STATE STREET,ALLIANCE,ALLIANCE,OH,OH
464834,1.1802916716104532,OHIO VALLEY MEDICAL CENTER,OHIO VALLEY MEDICAL CENTER,2000 EOFF STREET,2000 EOFF STREET,WHEELING,WHEELING,WV,WV
560104,1.180403038081696,EASTERN NIAGARA HOSPITAL,EASTERN NIAGARA HOSPITAL,521 EAST AVENUE,521 EAST AVENUE,LOCKPORT,LOCKPORT,NY,NY
291392,1.18098609504177,DAVIS MEDICAL CENTER,DAVIS MEDICAL CENTER,812 GORMAN AVENUE,812 GORMAN AVENUE,ELKINS,ELKINS,WV,WV
267543,1.181182364570509,SPRINGHILL MEDICAL CENTER,SPRINGHILL MEDICAL CENTER,2001 DOCTORS DRIVE,2001 DOCTORS DRIVE,SPRINGHILL,SPRINGHILL,LA,LA
21421,1.1822875899460568,MONTEFIORE MEDICAL CENTER,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,111 EAST 210TH STREET,BRONX,BRONX,NY,NY
365722,1.1828447844907244,YORK HOSPITAL,YORK HOSPITAL,1001 SOUTH GEORGE STREET,1001 SOUTH GEORGE STREET,YORK,YORK,PA,PA
50766,1.1841378652845262,"PARKVIEW MEDICAL CENTER, INC",PARKVIEW MEDICAL CENTER INC,400 W 16TH ST,400 W 16TH STREET,PUEBLO,PUEBLO,CO,CO
527820,1.1844336951178733,CHINESE HOSPITAL,CHINESE HOSPITAL,845 JACKSON ST,845 JACKSON ST,SAN FRANCISCO,SAN FRANCISCO,CA,CA
490103,1.1845315846454594,SETON MEDICAL CENTER,SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,1900 SULLIVAN AVENUE,DALY CITY,DALY CITY,CA,CA
283139,1.184870765924361,GENESIS HEALTH SYSTEM,GENESIS HEALTH SYSTEM,801 ILLINI DR,801 ILLINI DRIVE,SILVIS,SILVIS,IL,IL
347468,1.1849897600034913,LOURDES HOSPITAL,LOURDES HOSPITAL,1530 LONE OAK ROAD,1530 LONE OAK ROAD,PADUCAH,PADUCAH,KY,KY
243012,1.187361914235153,ST FRANCIS MEDICAL CENTER,ST FRANCIS MEDICAL CENTER,309 JACKSON STREET,309 JACKSON STREET,MONROE,MONROE,LA,LA
61988,1.1874966283233321,"CALDWELL MEMORIAL HOSPITAL, INC","CALDWELL MEMORIAL HOSPITAL, INC",411 MAIN STREET,411 MAIN STREET,COLUMBIA,COLUMBIA,LA,LA
355488,1.1884334928688665,COMMUNITY REGIONAL MEDICAL CENTER,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,2823 FRESNO STREET,FRESNO,FRESNO,CA,CA
522187,1.188491489338056,ELLWOOD CITY MEDICAL CENTER,ELLWOOD CITY HOSPITAL,724 PERSHING STREET,724 PERSHING STREET,ELLWOOD CITY,ELLWOOD CITY,PA,PA
145622,1.189425769607776,LANSDALE HOSPITAL,LANSDALE HOSPITAL,100 MEDICAL CAMPUS DRIVE,100 MEDICAL CAMPUS DRIVE,LANSDALE,LANSDALE,PA,PA
533492,1.1900383246834008,MERCY MEDICAL CENTER,MERCY MEDICAL CENTER,2700 NW STEWART PARKWAY,2700 NW STEWART PARKWAY,ROSEBURG,ROSEBURG,OR,OR
86844,1.1901941457685548,PARK RIDGE HEALTH,PARK RIDGE HEALTH,100 HOSPITAL DRIVE,100 HOSPITAL DRIVE,HENDERSONVILLE,HENDERSONVILLE,NC,NC
318029,1.1910939357462627,WAYNE HOSPITAL,WAYNE HOSPITAL,835 SWEITZER STREET,835 SWEITZER STREET,GREENVILLE,GREENVILLE,OH,OH
375182,1.191498013672993,HARRIS HEALTH SYSTEM,HARRIS HEALTH SYSTEM,2525 HOLLY HALL,2525 HOLLY HALL,HOUSTON,HOUSTON,TX,TX
349230,1.1926189804988525,TENNOVA HEALTHCARE-SHELBYVILLE,TENNOVA HEALTHCARE-SHELBYVILLE,2835 HWY 231 NORTH,2835 HWY 231 N,SHELBYVILLE,SHELBYVILLE,TN,TN
409264,1.1933357993143459,ST JOSEPH HOSPITAL,ST JOSEPH HOSPITAL,700 BROADWAY,700 BROADWAY,FORT WAYNE,FORT WAYNE,IN,IN
209404,1.1941851694938492,CENTRAL VERMONT MEDICAL CENTER,CENTRAL VERMONT MEDICAL CENTER,BOX 547,BOX 547,BARRE,BARRE,VT,VT
397322,1.1954675210364933,UPMC EAST,UPMC EAST,2775 MOSSIDE BOULEVARD,2775 MOSSIDE BOULEVARD,MONROEVILLE,MONROEVILLE,PA,PA
348995,1.1955310187406243,WHITESBURG ARH HOSPITAL,WHITESBURG ARH HOSPITAL,240 HOSPITAL ROAD,240 HOSPITAL ROAD,WHITESBURG,WHITESBURG,KY,KY
544264,1.195654490634223,MCCURTAIN MEMORIAL HOSPITAL,MCCURTAIN MEMORIAL HOSPITAL,1301 LINCOLN ROAD,1301 LINCOLN ROAD,IDABEL,IDABEL,OK,OK
515935,1.1958391543971676,MARSHALL MEDICAL CENTER,MARSHALL MEDICAL CENTER,1100 MARSHALL WAY,1100 MARSHALL WAY,PLACERVILLE,PLACERVILLE,CA,CA
168815,1.1962875368317805,INDIAN PATH COMMUNITY HOSPITAL,INDIAN PATH MEDICAL CENTER,2000 BROOKSIDE DR,2000 BROOKSIDE DR,KINGSPORT,KINGSPORT,TN,TN
155730,1.1966554743352957,MERCY MEDICAL CTR,MERCY MEDICAL CTR,271 CAREW STREET,271 CAREW STREET,SPRINGFIELD,SPRINGFIELD,MA,MA
492164,1.1966791033526567,ROSELAND COMMUNITY HOSPITAL,ROSELAND COMMUNITY HOSPITAL,45 W 111TH STREET,45 W 111TH STREET,CHICAGO,CHICAGO,IL,IL
105588,1.197392915032315,DISTRICT ONE HOSPITAL,DISTRICT ONE HOSPITAL,200 STATE AVENUE,200 STATE AVENUE,FARIBAULT,FARIBAULT,MN,MN
482280,1.200558216699115,DOMINICAN HOSPITAL,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,1555 SOQUEL DRIVE,SANTA CRUZ,SANTA CRUZ,CA,CA
372768,1.2005613734330742,HEALTH CENTRAL,HEALTH CENTRAL,10000 W COLONIAL DR,10000 W COLONIAL DR,OCOEE,OCOEE,FL,FL
193754,1.200597713095499,MAURY REGIONAL HOSPITAL,MAURY REGIONAL HOSPITAL,1224 TROTWOOD AVE,1224 TROTWOOD AVE,COLUMBIA,COLUMBIA,TN,TN
171488,1.2008209706329518,MIDSTATE MEDICAL CENTER,MIDSTATE MEDICAL CENTER,435 LEWIS AVENUE,435 LEWIS AVENUE,MERIDEN,MERIDEN,CT,CT
374799,1.2011897793581279,SAINT LUKES NORTH HOSPITAL,SAINT LUKES NORTHLAND HOSPITAL,5830 N W BARRY ROAD,5830 N W BARRY ROAD,KANSAS CITY,KANSAS CITY,MO,MO
109275,1.201825017575935,UPMC ALTOONA,UPMC ALTOONA,620 HOWARD AVENUE,620 HOWARD AVENUE,ALTOONA,ALTOONA,PA,PA
90431,1.2018453830739093,NAZARETH HOSPITAL,NAZARETH HOSPITAL,2601 HOLME AVE,2601 HOLME AVE,PHILADELPHIA,PHILADELPHIA,PA,PA
347465,1.2019181566298829,GRIFFIN HOSPITAL,GRIFFIN HOSPITAL,130 DIVISION ST,130 DIVISION ST,DERBY,DERBY,CT,CT
494617,1.2022992390769287,HANNIBAL REGIONAL HOSPITAL,HANNIBAL REGIONAL HOSPITAL,6000 HOSPITAL DR,6000 HOSPITAL DR,HANNIBAL,HANNIBAL,MO,MO
309412,1.2023161594616119,KERSHAWHEALTH,KERSHAWHEALTH,1315 ROBERTS STREET,1315 ROBERTS STREET,CAMDEN,CAMDEN,SC,SC
176707,1.2023173048221978,CORNING HOSPITAL,CORNING HOSPITAL,1 GUTHRIE DRIVE,1 GUTHRIE DRIVE,CORNING,CORNING,NY,NY
199981,1.20247123585399,PROCTOR HOSPITAL,PROCTOR HOSPITAL,5409 N KNOXVILLE AVE,5409 N KNOXVILLE AVE,PEORIA,PEORIA,IL,IL
286043,1.2025368643644496,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,3001 SILLECT AVENUE,3001 SILLECT AVENUE,BAKERSFIELD,BAKERSFIELD,CA,CA
45064,1.2032510591230647,UPMC NORTHWEST,UPMC NORTHWEST,100 FAIRFIELD DRIVE,100 FAIRFIELD DRIVE,SENECA,SENECA,PA,PA
52009,1.2035612659956016,TALLAHASSEE MEMORIAL HOSPITAL,TALLAHASSEE MEMORIAL HOSPITAL,1300 MICCOSUKEE RD,1300 MICCOSUKEE RD,TALLAHASSEE,TALLAHASSEE,FL,FL
319257,1.2037471757497458,LOGAN REGIONAL MEDICAL CENTER,LOGAN REGIONAL MEDICAL CENTER,20 HOSPITAL DRIVE,20 HOSPITAL DRIVE,LOGAN,LOGAN,WV,WV
477631,1.2047309494376182,ST LUKE'S HOSPITAL-GNADEN HUETTEN CAMPUS,BLUE MOUNTAIN HOSPITAL-GNADEN HUETTEN CAMPUS,211 NORTH 12TH STREET,211 NORTH 12TH STREET,LEHIGHTON,LEHIGHTON,PA,PA
281850,1.2047912869306563,MONTROSE MEMORIAL HOSPITAL,MONTROSE MEMORIAL HOSPITAL,800 S 3RD ST,800 S 3RD ST,MONTROSE,MONTROSE,CO,CO
40169,1.2062441349009267,DALE MEDICAL CENTER,DALE MEDICAL CENTER,126 HOSPITAL AVE,126 HOSPITAL AVE,OZARK,OZARK,AL,AL
404135,1.2068983585685125,CITIZENS MEMORIAL HOSPITAL,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,1500 N OAKLAND,BOLIVAR,BOLIVAR,MO,MO
382408,1.2071548654422086,BLAKE MEDICAL CENTER,BLAKE MEDICAL CENTER,2020 59TH ST W,2020 59TH ST W,BRADENTON,BRADENTON,FL,FL
509095,1.207517296405032,DOYLESTOWN HOSPITAL,DOYLESTOWN HOSPITAL,595 WEST STATE ST,595 WEST STATE ST,DOYLESTOWN,DOYLESTOWN,PA,PA
215989,1.207610010722333,TUCSON MEDICAL CENTER,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,5301 EAST GRANT ROAD,TUCSON,TUCSON,AZ,AZ
163526,1.2076559116455396,WINCHESTER HOSPITAL,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,41 HIGHLAND AVENUE,WINCHESTER,WINCHESTER,MA,MA
93424,1.207672491245184,NATIVIDAD MEDICAL CENTER,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,1441 CONSTITUTION BOULEVARD,SALINAS,SALINAS,CA,CA
301549,1.2077053072412025,MERCY HOSPITAL SPRINGFIELD,MERCY HOSPITAL SPRINGFIELD,1235 E CHEROKEE,1235 E CHEROKEE,SPRINGFIELD,SPRINGFIELD,MO,MO
159096,1.207880038029807,ATRIUM MEDICAL CENTER,ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,ONE MEDICAL CENTER DRIVE,FRANKLIN,FRANKLIN,OH,OH
299992,1.2081576570545152,HARRISON MEMORIAL HOSPITAL,HARRISON MEMORIAL HOSPITAL,2520 CHERRY AVENUE,2520 CHERRY AVENUE,BREMERTON,BREMERTON,WA,WA
190237,1.2085904792840454,UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL,EAST TEXAS MEDICAL CENTER JACKSONVILLE,501 S RAGSDALE,501 S RAGSDALE,JACKSONVILLE,JACKSONVILLE,TX,TX
321698,1.210767075193128,BROOKDALE HOSPITAL MEDICAL CENTER,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,1 BROOKDALE PLAZA,BROOKLYN,BROOKLYN,NY,NY
372772,1.210803850641863,CUMBERLAND MEDICAL CENTER,CUMBERLAND MEDICAL CENTER,421 S MAIN ST,421 S MAIN ST,CROSSVILLE,CROSSVILLE,TN,TN
151672,1.2117194211881652,UPMC HORIZON,UPMC HORIZON,110 NORTH MAIN STREET,110 NORTH MAIN STREET,GREENVILLE,GREENVILLE,PA,PA
314274,1.213216079763633,DUBLIN METHODIST HOSPITAL,DUBLIN METHODIST HOSPITAL,7500 HOSPITAL AVENUE,7500 HOSPITAL AVENUE,DUBLIN,DUBLIN,OH,OH
319283,1.2152119051452501,ADVENTIST HEALTH FEATHER RIVER,FEATHER RIVER HOSPITAL,5974 PENTZ ROAD,5974 PENTZ ROAD,PARADISE,PARADISE,CA,CA
540531,1.2155571653053407,MERCY HEALTH ST VINCENT MEDICAL CENTER,MERCY ST VINCENT MEDICAL CENTER,2213 CHERRY STREET,2213 CHERRY STREET,TOLEDO,TOLEDO,OH,OH
80241,1.2156047001536914,MERCY HEALTH - DEFIANCE HOSPITAL,MERCY HOSPITAL OF DEFIANCE,1404 EAST SECOND STREET,1404 EAST SECOND STREET,DEFIANCE,DEFIANCE,OH,OH
405186,1.2157907570526354,CONEY ISLAND HOSPITAL CENTER,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,2601 OCEAN PARKWAY,BROOKLYN,BROOKLYN,NY,NY
514122,1.215860080284703,MANATEE MEMORIAL HOSPITAL,MANATEE MEMORIAL HOSPITAL,206 2ND ST E,206 2ND ST E,BRADENTON,BRADENTON,FL,FL
29536,1.2165834336908803,PRINCETON COMMUNITY HOSPITAL,PRINCETON COMMUNITY HOSPITAL,122 12TH STREET,122 12TH STREET,PRINCETON,PRINCETON,WV,WV
100880,1.217112753423711,HILLSDALE HOSPITAL,HILLSDALE HOSPITAL,168 S HOWELL STREET,168 S HOWELL STREET,HILLSDALE,HILLSDALE,MI,MI
188137,1.2182418916864068,ASCENSION SETON MEDICAL CENTER AUSTIN,SETON MEDICAL CENTER AUSTIN,1201 W 38TH ST,1201 W 38TH ST,AUSTIN,AUSTIN,TX,TX
280958,1.218938904139115,EASTLAND MEMORIAL HOSPITAL,EASTLAND MEMORIAL HOSPITAL,304 S DAUGHERTY,304 S DAUGHERTY,EASTLAND,EASTLAND,TX,TX
438241,1.219006567917073,REID HEALTH,REID HEALTH,1100 REID PKWY,1100 REID PKWY,RICHMOND,RICHMOND,IN,IN
415555,1.2191360856334235,STRONG MEMORIAL HOSPITAL,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,601 ELMWOOD AVE,ROCHESTER,ROCHESTER,NY,NY
316489,1.2194590829395462,CLARK MEMORIAL HEALTH,CLARK MEMORIAL HOSPITAL,1220 MISSOURI AVE,1220 MISSOURI AVE,JEFFERSONVILLE,JEFFERSONVILLE,IN,IN
518894,1.219512105516823,INSPIRA MEDICAL CENTER ELMER,INSPIRA MEDICAL CENTER ELMER,501 WEST FRONT STREET,"501 WEST FRONT STREET, POST OFFICE BOX  1090",ELMER,ELMER,NJ,NJ
506421,1.219988502647825,CGH MEDICAL CENTER,CGH MEDICAL CENTER,100 EAST LEFEVRE ROAD,100 EAST LEFEVRE ROAD,STERLING,STERLING,IL,IL
568876,1.2200167862180378,CHAMBERS MEMORIAL HOSPITAL,CHAMBERS MEMORIAL HOSPITAL,719 DETROIT STREET,719 DETROIT STREET,DANVILLE,DANVILLE,AR,AR
508296,1.2202538088722017,FREDERICK HEALTH HOSPITAL,FREDERICK MEMORIAL HOSPITAL,400 WEST SEVENTH ST,400 WEST SEVENTH ST,FREDERICK,FREDERICK,MD,MD
227467,1.220358468176357,MERCY HEALTH - ST CHARLES HOSPITAL,MERCY ST CHARLES HOSPITAL,2600 NAVARRE AVENUE,2600 NAVARRE AVENUE,OREGON,OREGON,OH,OH
506420,1.2205640069756556,HAYS MEDICAL CENTER,HAYS MEDICAL CENTER,2220 CANTERBURY DRIVE,2220 CANTERBURY DRIVE,HAYS,HAYS,KS,KS
339805,1.2208427374406787,UNION MEDICAL CENTER,UNION MEDICAL CENTER,322 WEST SOUTH STREET,322 WEST SOUTH STREET,UNION,UNION,SC,SC
374151,1.22093624451568,ALLEGHENY VALLEY HOSPITAL,ALLEGHENY VALLEY HOSPITAL,1301 CARLISLE ST,1301 CARLISLE ST,NATRONA,NATRONA,PA,PA
400116,1.221168328236002,MADISON MEMORIAL HOSPITAL,MADISON MEMORIAL HOSPITAL,450 EAST MAIN STREET,450 EAST MAIN STREET,REXBURG,REXBURG,ID,ID
143785,1.2213755320154196,LANE REGIONAL MEDICAL CENTER,LANE REGIONAL MEDICAL CENTER,6300 MAIN STREET,6300 MAIN STREET,ZACHARY,ZACHARY,LA,LA
172283,1.2220772804659357,HARMON MEMORIAL HOSPITAL,HARMON MEMORIAL HOSPITAL,400 EAST CHESTNUT STREET,400 EAST CHESTNUT STREET,HOLLIS,HOLLIS,OK,OK
540774,1.2222150250665362,LICKING MEMORIAL HOSPITAL,LICKING MEMORIAL HOSPITAL,1320 WEST MAIN STREET,1320 WEST MAIN STREET,NEWARK,NEWARK,OH,OH
154358,1.2223197002543595,ELKHART GENERAL HOSPITAL,ELKHART GENERAL HOSPITAL,600 E BLVD,600 E BLVD,ELKHART,ELKHART,IN,IN
304079,1.2224166799351464,BON SECOURS HOSPITAL,BON SECOURS HOSPITAL,2000 W BALTIMORE STREET,2000 W BALTIMORE STREET,BALTIMORE,BALTIMORE,MD,MD
502133,1.2226486929599885,WAKEMED,"WAKEMED, CARY HOSPITAL",1900 KILDARE FARM ROAD,1900 KILDARE FARM ROAD,CARY,CARY,NC,NC
372342,1.2230172655316933,COMMUNITY HOSPITAL EAST,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,1500 N RITTER AVE,INDIANAPOLIS,INDIANAPOLIS,IN,IN
321466,1.22331603972599,ADVOCATE TRINITY HOSPITAL,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,2320 E 93RD ST,CHICAGO,CHICAGO,IL,IL
404977,1.22414744901834,WESTLAKE HOSPITAL,WESTLAKE COMMUNITY HOSPITAL,1225 LAKE ST,1225 LAKE ST,MELROSE PARK,MELROSE PARK,IL,IL
484059,1.224174413457802,RIVERSIDE TAPPAHANNOCK HOSPITAL,RIVERSIDE TAPPAHANNOCK HOSPITAL,618 HOSPITAL ROAD,618 HOSPITAL ROAD,TAPPAHANNOCK,TAPPAHANNOCK,VA,VA
155749,1.2244609640341468,OVERLOOK MEDICAL CENTER,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,99 BEAUVOIR AVENUE,SUMMIT,SUMMIT,NJ,NJ
15033,1.2245583930874568,CITRUS MEMORIAL HOSPITAL,CITRUS MEMORIAL HOSPITAL,502 W HIGHLAND BLVD,502 W HIGHLAND BLVD,INVERNESS,INVERNESS,FL,FL
521786,1.2246387818162698,MAGNOLIA HOSPITAL,MAGNOLIA HOSPITAL,101 HOSPITAL DRIVE,101 HOSPITAL DRIVE,MAGNOLIA,MAGNOLIA,AR,AR
436855,1.2247057082032218,HUNTSVILLE MEMORIAL HOSPITAL,HUNTSVILLE MEMORIAL HOSPITAL,110 MEMORIAL HOSPITAL DRIVE,110 MEMORIAL HOSPITAL DRIVE,HUNTSVILLE,HUNTSVILLE,TX,TX
138874,1.2255462610115633,MAIMONIDES MEDICAL CENTER,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,4802 TENTH AVENUE,BROOKLYN,BROOKLYN,NY,NY
349357,1.2258533068667459,CANONSBURG GENERAL HOSPITAL,CANONSBURG GENERAL HOSPITAL,100 MEDICAL BOULEVARD,100 MEDICAL BOULEVARD,CANONSBURG,CANONSBURG,PA,PA
304835,1.226431475974185,OAKBEND MEDICAL CENTER,OAKBEND MEDICAL CENTER,1705 JACKSON ST,1705 JACKSON ST,RICHMOND,RICHMOND,TX,TX
479431,1.2271677993878882,BELLEVUE HOSPITAL CENTER,BELLEVUE HOSPITAL CENTER,462 FIRST AVENUE,462 FIRST AVENUE,NEW YORK,NEW YORK,NY,NY
124534,1.2272224833675136,HOMESTEAD HOSPITAL,HOMESTEAD HOSPITAL,975 BAPTIST WAY,975 BAPTIST WAY,HOMESTEAD,HOMESTEAD,FL,FL
165210,1.2272353724361091,CHRISTUS MOTHER FRANCES HOSPITAL,MOTHER FRANCES HOSPITAL,800 EAST DAWSON,800 EAST DAWSON,TYLER,TYLER,TX,TX
191432,1.2275377646491104,ST MARY MEDICAL CENTER,ST MARY MEDICAL CENTER,3333 NORTH SEMINARY,3333 NORTH SEMINARY,GALESBURG,GALESBURG,IL,IL
189233,1.2280391574399412,COVENANT MEDICAL CENTER,COVENANT MEDICAL CENTER,1447 N HARRISON,1447 N HARRISON,SAGINAW,SAGINAW,MI,MI
570273,1.2281350761714729,ST FRANCIS MEDICAL CENTER,ST FRANCIS MEDICAL CENTER,601 HAMILTON AVE,601 HAMILTON AVE,TRENTON,TRENTON,NJ,NJ
141170,1.2283433049656527,HILLCREST HOSPITAL,HILLCREST HOSPITAL,6780 MAYFIELD ROAD,6780 MAYFIELD ROAD,MAYFIELD HEIGHTS,MAYFIELD HEIGHTS,OH,OH
379173,1.2287398432072594,HOLY FAMILY HOSPITAL,HOLY FAMILY HOSPITAL,70 EAST STREET,70 EAST STREET,METHUEN,METHUEN,MA,MA
352152,1.2292094208063316,MARIETTA MEMORIAL HOSPITAL,MARIETTA MEMORIAL HOSPITAL,401 MATTHEW STREET,401 MATTHEW STREET,MARIETTA,MARIETTA,OH,OH
370242,1.2297292184864803,TWIN COUNTY REGIONAL HOSPITAL,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,200 HOSPITAL DRIVE,GALAX,GALAX,VA,VA
418755,1.2299869735161182,PARK PLAZA HOSPITAL,PARK PLAZA HOSPITAL,1313 HERMANN DR,1313 HERMANN DR,HOUSTON,HOUSTON,TX,TX
39664,1.230016806214129,BAPTIST BEAUMONT HOSPITAL,BAPTIST BEAUMONT HOSPITAL,3080 COLLEGE STREET,3080 COLLEGE STREET,BEAUMONT,BEAUMONT,TX,TX
516390,1.2301293274984648,"MILFORD HOSPITAL, INC","MILFORD HOSPITAL, INC",300 SEASIDE AVENUE,300 SEASIDE AVENUE,MILFORD,MILFORD,CT,CT
111718,1.2304389245199918,STILLWATER MEDICAL CENTER,STILLWATER MEDICAL CENTER AUTHORITY,1323 WEST 6TH STREET,1323 WEST 6TH STREET,STILLWATER,STILLWATER,OK,OK
314368,1.2308038784208815,UNIVERSITY OF KENTUCKY HOSPITAL,UNIVERSITY OF KENTUCKY HOSPITAL,800 ROSE STREET,800 ROSE STREET,LEXINGTON,LEXINGTON,KY,KY
474156,1.2312833550692117,UNIVERSITY HEALTH SYSTEM,UNIVERSITY HEALTH SYSTEM,4502 MEDICAL DR,4502 MEDICAL DR,SAN ANTONIO,SAN ANTONIO,TX,TX
16298,1.231510511964494,SALINE MEMORIAL HOSPITAL,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,#1 MEDICAL PARK DRIVE,BENTON,BENTON,AR,AR
